100 4950
0 1 10
0 2 15
0 3 10
0 4 10
0 5 30
0 6 30
0 7 15
0 8 30
0 9 10
0 10 15
0 11 30
0 12 10
0 13 30
0 14 10
0 15 15
0 16 30
0 17 30
0 18 15
0 19 15
0 20 10
0 21 15
0 22 15
0 23 10
0 24 10
0 25 30
0 26 30
0 27 30
0 28 30
0 29 10
0 30 15
0 31 15
0 32 30
0 33 10
0 34 30
0 35 10
0 36 30
0 37 10
0 38 10
0 39 30
0 40 15
0 41 10
0 42 10
0 43 15
0 44 10
0 45 15
0 46 15
0 47 15
0 48 10
0 49 30
0 50 30
0 51 15
0 52 15
0 53 10
0 54 30
0 55 30
0 56 10
0 57 30
0 58 10
0 59 30
0 60 10
0 61 10
0 62 15
0 63 15
0 64 30
0 65 15
0 66 10
0 67 10
0 68 15
0 69 30
0 70 30
0 71 10
0 72 10
0 73 15
0 74 10
0 75 30
0 76 10
0 77 10
0 78 10
0 79 15
0 80 30
0 81 30
0 82 10
0 83 10
0 84 10
0 85 10
0 86 30
0 87 15
0 88 15
0 89 10
0 90 30
0 91 15
0 92 15
0 93 30
0 94 10
0 95 15
0 96 30
0 97 15
0 98 10
0 99 30
1 3 10
1 5 30
1 6 15
1 8 15
1 9 15
1 12 30
1 13 30
1 14 30
1 15 10
1 17 15
1 18 30
1 19 30
1 21 10
1 22 30
1 23 10
1 24 10
1 27 10
1 28 30
1 31 30
1 33 30
1 34 15
1 35 10
1 39 15
1 41 15
1 42 15
1 43 15
1 44 30
1 47 30
1 48 15
1 50 10
1 51 15
1 52 10
1 53 15
1 58 30
1 59 10
1 63 30
1 65 30
1 66 15
1 67 30
1 73 10
1 75 10
1 76 30
1 80 10
1 81 15
1 82 30
1 85 10
1 87 30
1 89 10
1 90 30
1 92 15
1 93 15
1 94 15
1 95 15
1 96 10
1 97 10
1 99 30
2 1 15
2 4 30
2 7 10
2 9 15
2 10 15
2 15 30
2 19 30
2 20 10
2 22 15
2 25 30
2 26 10
2 29 15
2 30 15
2 31 30
2 32 10
2 35 15
2 37 10
2 38 10
2 40 15
2 42 30
2 45 30
2 49 10
2 50 15
2 51 30
2 52 10
2 58 10
2 59 10
2 60 30
2 61 30
2 62 15
2 63 15
2 64 10
2 66 15
2 67 15
2 68 15
2 70 10
2 71 30
2 72 15
2 73 15
2 74 30
2 76 15
2 80 10
2 82 15
2 83 15
2 86 10
2 89 10
2 91 30
2 92 30
2 96 10
2 97 10
2 98 15
2 99 30
3 2 15
3 7 15
3 9 30
3 12 30
3 13 30
3 17 10
3 19 10
3 20 10
3 27 10
3 30 10
3 32 10
3 33 30
3 35 15
3 36 15
3 38 15
3 39 10
3 42 15
3 43 15
3 44 15
3 46 10
3 48 30
3 52 15
3 53 10
3 54 10
3 55 30
3 57 15
3 58 15
3 59 15
3 60 10
3 61 10
3 64 10
3 65 30
3 66 30
3 69 10
3 71 30
3 73 30
3 77 15
3 78 10
3 80 10
3 81 15
3 82 30
3 83 15
3 84 30
3 86 15
3 88 30
3 89 15
3 90 15
3 92 15
3 94 10
3 97 15
3 99 15
4 1 30
4 3 10
4 5 15
4 7 15
4 8 30
4 10 15
4 12 30
4 15 10
4 18 30
4 19 10
4 21 30
4 26 30
4 27 30
4 28 15
4 29 30
4 30 10
4 33 15
4 34 10
4 37 15
4 40 30
4 42 15
4 43 15
4 44 10
4 46 10
4 47 15
4 50 15
4 51 10
4 52 30
4 54 30
4 55 30
4 60 30
4 62 30
4 64 15
4 67 10
4 68 15
4 70 10
4 71 30
4 72 30
4 73 15
4 76 15
4 80 10
4 81 10
4 83 15
4 86 30
4 88 10
4 89 30
4 98 15
4 99 30
5 2 30
5 3 30
5 6 15
5 9 30
5 13 15
5 15 10
5 17 10
5 18 30
5 20 15
5 24 10
5 25 10
5 26 15
5 29 15
5 30 30
5 32 10
5 33 10
5 35 10
5 42 30
5 44 30
5 45 10
5 48 30
5 51 10
5 52 30
5 53 30
5 55 30
5 58 15
5 60 15
5 64 10
5 65 10
5 66 30
5 67 10
5 71 10
5 74 10
5 76 15
5 82 15
5 88 10
5 89 15
5 91 10
5 92 30
5 93 10
5 94 30
5 96 30
5 98 10
5 99 15
6 2 30
6 3 10
6 4 10
6 8 30
6 10 30
6 11 15
6 13 30
6 17 15
6 18 15
6 21 10
6 22 30
6 26 30
6 27 30
6 33 10
6 35 10
6 36 10
6 37 10
6 38 10
6 41 10
6 44 30
6 45 15
6 46 30
6 49 10
6 50 10
6 51 10
6 53 30
6 55 30
6 56 30
6 57 30
6 59 15
6 61 10
6 64 10
6 66 10
6 67 30
6 72 10
6 73 15
6 76 15
6 78 30
6 79 10
6 81 10
6 83 10
6 85 10
6 86 10
6 87 15
6 89 30
6 90 10
6 91 30
6 93 30
6 98 30
6 99 15
7 1 10
7 5 15
7 6 10
7 8 30
7 11 15
7 13 15
7 15 30
7 17 30
7 18 10
7 19 15
7 20 15
7 24 10
7 30 30
7 32 30
7 36 30
7 37 30
7 38 15
7 39 10
7 41 30
7 43 10
7 44 15
7 45 15
7 46 10
7 47 30
7 48 10
7 52 15
7 53 10
7 56 10
7 57 30
7 58 30
7 62 10
7 63 15
7 64 15
7 65 10
7 70 15
7 71 30
7 72 30
7 73 15
7 81 30
7 82 10
7 86 30
7 87 15
7 88 15
7 92 10
7 93 30
7 95 10
7 96 30
7 97 10
7 99 30
8 2 10
8 3 15
8 5 30
8 9 15
8 11 10
8 12 30
8 14 15
8 16 10
8 18 10
8 19 10
8 21 30
8 23 15
8 26 15
8 27 10
8 28 30
8 30 15
8 34 15
8 38 15
8 39 30
8 40 30
8 41 10
8 42 15
8 43 30
8 44 15
8 45 30
8 47 10
8 52 15
8 53 10
8 56 10
8 58 30
8 61 15
8 62 15
8 63 30
8 64 10
8 67 15
8 69 10
8 71 15
8 72 10
8 74 30
8 75 15
8 76 15
8 78 15
8 80 15
8 81 30
8 83 30
8 85 10
8 87 30
8 89 15
8 90 15
8 91 15
8 93 30
8 95 30
8 97 15
8 98 10
8 99 10
9 4 15
9 6 10
9 7 10
9 12 30
9 14 30
9 15 10
9 18 15
9 20 15
9 23 10
9 26 10
9 28 30
9 29 30
9 30 15
9 31 10
9 34 15
9 38 10
9 39 10
9 40 15
9 42 30
9 44 15
9 46 15
9 48 30
9 50 30
9 52 30
9 53 15
9 56 15
9 57 30
9 58 10
9 59 30
9 61 15
9 63 30
9 65 10
9 67 15
9 69 10
9 70 15
9 71 15
9 72 10
9 73 30
9 74 15
9 75 30
9 77 10
9 78 30
9 82 30
9 83 30
9 84 10
9 87 15
9 88 10
9 90 15
9 91 15
9 92 30
9 93 30
9 96 30
9 98 15
9 99 10
10 1 10
10 3 30
10 5 10
10 7 30
10 8 30
10 9 30
10 11 30
10 15 15
10 16 15
10 17 10
10 18 30
10 21 15
10 22 10
10 24 10
10 25 15
10 29 30
10 30 30
10 31 15
10 35 10
10 37 10
10 41 10
10 43 30
10 46 15
10 48 15
10 51 15
10 53 10
10 55 15
10 57 15
10 58 10
10 59 15
10 61 10
10 63 10
10 65 15
10 66 10
10 71 15
10 73 10
10 75 15
10 76 30
10 77 30
10 78 30
10 80 30
10 87 30
10 88 30
10 90 10
10 91 15
10 92 10
10 93 30
10 94 15
10 95 15
10 96 10
10 98 15
10 99 30
11 1 10
11 2 30
11 3 15
11 4 10
11 5 30
11 9 10
11 12 10
11 13 10
11 16 10
11 17 15
11 18 10
11 19 10
11 23 15
11 25 10
11 26 30
11 28 10
11 29 10
11 32 10
11 34 15
11 36 15
11 38 15
11 39 10
11 42 10
11 48 30
11 49 10
11 52 30
11 54 15
11 55 30
11 56 15
11 58 30
11 59 10
11 60 30
11 67 10
11 69 30
11 70 10
11 72 10
11 73 10
11 77 30
11 79 15
11 80 15
11 81 10
11 84 30
11 85 15
11 86 30
11 88 10
11 90 10
11 92 15
11 94 30
11 97 10
11 98 15
11 99 15
12 2 15
12 5 30
12 6 10
12 7 30
12 10 30
12 15 10
12 16 10
12 20 30
12 21 15
12 22 10
12 23 30
12 24 10
12 25 15
12 26 15
12 27 10
12 29 10
12 31 10
12 38 15
12 39 30
12 40 15
12 41 15
12 43 15
12 45 15
12 47 30
12 49 30
12 51 10
12 52 15
12 55 10
12 56 15
12 58 10
12 59 15
12 60 15
12 62 10
12 64 10
12 65 30
12 66 15
12 68 30
12 70 30
12 72 15
12 73 15
12 77 15
12 78 30
12 80 30
12 87 15
12 89 30
12 94 30
12 97 10
12 99 30
13 2 15
13 4 10
13 8 10
13 9 15
13 10 30
13 12 30
13 15 30
13 20 10
13 21 30
13 23 30
13 26 30
13 27 15
13 35 10
13 37 30
13 38 15
13 39 15
13 40 30
13 41 30
13 42 10
13 47 30
13 48 30
13 52 30
13 55 15
13 56 30
13 58 30
13 62 10
13 65 10
13 68 10
13 71 30
13 73 30
13 77 30
13 78 30
13 79 15
13 80 15
13 81 15
13 82 30
13 84 15
13 85 10
13 86 15
13 87 30
13 88 30
13 89 30
13 92 30
13 94 10
13 95 15
13 97 30
13 98 10
13 99 15
14 2 10
14 3 10
14 4 10
14 5 10
14 6 30
14 7 10
14 10 30
14 11 30
14 12 15
14 13 15
14 15 15
14 16 10
14 17 15
14 19 15
14 22 10
14 23 10
14 24 30
14 28 15
14 30 10
14 31 30
14 36 10
14 37 15
14 42 30
14 45 10
14 46 10
14 47 30
14 48 30
14 49 10
14 50 10
14 53 15
14 54 15
14 55 10
14 59 15
14 62 30
14 63 30
14 64 30
14 65 10
14 67 30
14 69 10
14 70 10
14 72 15
14 77 30
14 78 10
14 79 15
14 82 10
14 84 10
14 87 10
14 88 30
14 89 30
14 91 15
14 94 10
14 95 10
14 98 10
14 99 30
15 3 30
15 6 10
15 8 15
15 11 15
15 16 30
15 17 10
15 18 30
15 20 15
15 21 30
15 22 15
15 24 15
15 25 10
15 26 10
15 29 10
15 31 15
15 34 30
15 35 10
15 40 30
15 41 30
15 43 10
15 44 30
15 47 10
15 54 10
15 56 10
15 57 10
15 58 30
15 60 10
15 61 15
15 62 15
15 63 15
15 65 15
15 66 10
15 71 15
15 74 30
15 78 30
15 83 15
15 85 30
15 86 30
15 91 10
15 94 15
15 95 15
15 96 30
15 97 10
15 98 10
15 99 30
16 1 30
16 2 30
16 3 15
16 4 15
16 5 10
16 6 10
16 7 15
16 9 30
16 13 15
16 18 15
16 20 15
16 23 10
16 24 10
16 26 30
16 28 30
16 30 15
16 31 15
16 32 30
16 33 30
16 34 30
16 37 30
16 39 30
16 40 30
16 41 10
16 42 10
16 44 10
16 45 10
16 51 10
16 52 15
16 54 30
16 55 15
16 56 15
16 57 15
16 58 30
16 59 30
16 60 10
16 61 10
16 64 30
16 67 30
16 69 15
16 71 30
16 72 15
16 73 30
16 74 10
16 75 30
16 76 10
16 78 15
16 79 30
16 80 10
16 81 15
16 82 30
16 84 30
16 85 30
16 87 15
16 89 15
16 91 10
16 92 15
16 95 15
16 96 10
16 97 30
16 99 10
17 2 15
17 4 30
17 8 30
17 9 15
17 12 10
17 13 10
17 16 10
17 18 10
17 19 10
17 21 30
17 22 15
17 23 10
17 25 15
17 26 15
17 28 15
17 30 15
17 31 30
17 35 30
17 37 10
17 38 30
17 39 15
17 40 30
17 46 10
17 50 10
17 53 30
17 56 10
17 59 15
17 61 10
17 63 10
17 64 15
17 65 30
17 68 10
17 69 10
17 70 30
17 72 30
17 75 10
17 78 15
17 79 10
17 80 30
17 81 30
17 82 30
17 85 15
17 87 30
17 91 15
17 92 10
17 94 30
17 95 30
17 99 15
18 2 10
18 3 30
18 12 30
18 13 15
18 14 30
18 20 30
18 22 30
18 25 15
18 27 10
18 28 10
18 29 10
18 31 10
18 33 30
18 36 10
18 38 30
18 39 30
18 43 30
18 44 10
18 46 15
18 47 15
18 49 30
18 51 30
18 52 10
18 54 30
18 58 30
18 61 15
18 62 30
18 63 15
18 64 30
18 65 10
18 67 15
18 68 15
18 71 30
18 74 10
18 75 15
18 79 15
18 80 30
18 83 10
18 85 10
18 86 10
18 87 10
18 89 10
18 90 30
18 91 10
18 94 15
18 96 30
